layer,head,gain_entropy,gain_max_attn,r_squared_entropy,r_squared_max_attn,is_monotonic_entropy,is_monotonic_max_attn,baseline_entropy,baseline_max_attn,abs_gain_max_attn,gain_category
24,24,-3.9918340750025223,0.6868878470058248,0.9765767247495503,0.9645866989045563,True,True,1.09238600730896,0.835629940032959,0.6868878470058248,medium
24,25,-3.8129976248394906,0.6562620285397472,0.9794903484439519,0.9730250420448078,True,True,1.2349953651428223,0.7811212539672852,0.6562620285397472,medium
24,26,-3.876943697521175,0.6887797045105207,0.9912674761568273,0.989122873301145,True,True,1.714848279953003,0.7209892868995667,0.6887797045105207,medium
24,27,-3.65318943389404,0.6325507921705504,0.975235112628052,0.967135216717375,True,True,1.176956295967102,0.7816518545150757,0.6325507921705504,medium
24,28,-2.0297206105313053,0.396047754602995,0.9035041095035309,0.9243935557918123,True,True,4.246963024139404,0.23661436140537262,0.396047754602995,medium
24,29,-1.1199383619522054,0.2315638466978875,0.8783770560608967,0.8981509526594024,True,True,4.736929893493652,0.13651390373706818,0.2315638466978875,medium
24,30,-1.8197813036274226,0.36411244442981466,0.887723909325987,0.9127517365792892,True,True,4.416450500488281,0.2093203365802765,0.36411244442981466,medium
24,31,-3.6376260383750885,0.6796392274188819,0.9575754844899121,0.976921176255013,True,True,3.043825387954712,0.5072759985923767,0.6796392274188819,medium
25,0,-4.061911172144294,0.6882682963744226,0.9707982143408153,0.9552285075352943,True,True,1.0753329992294312,0.8392433524131775,0.6882682963744226,medium
25,1,-3.838537755029365,0.6855300708266852,0.9735927635072433,0.9864154339678215,True,True,2.671010971069336,0.5620185136795044,0.6855300708266852,medium
25,2,-3.8413848646825293,0.6473227016689818,0.9569544596870344,0.9449814709979011,True,True,0.867103099822998,0.8546542525291443,0.6473227016689818,medium
25,3,-4.144518855225938,0.7250299481687368,0.9867973072372863,0.984832566482068,True,True,1.5943700075149536,0.7471691370010376,0.7250299481687368,medium
25,4,-3.749696093432332,0.6304435434762035,0.9457998539484843,0.9287303361160628,True,True,0.6745441555976868,0.8984805941581726,0.6304435434762035,medium
25,5,-3.7567820307950663,0.6449063428930957,0.9628713366305917,0.9518413270471298,True,True,0.9017249345779419,0.851391613483429,0.6449063428930957,medium
25,6,-3.8169254855894974,0.6420153655083412,0.9512684465089428,0.9322192346192846,True,True,0.7120649218559265,0.8983628153800964,0.6420153655083412,medium
25,7,-3.8483054153045426,0.6464496945825913,0.9491108446878815,0.9295362499806027,True,True,0.6884932518005371,0.9033676981925964,0.6464496945825913,medium
